Industry_Energy,Industry_Finance,Industry_Government,Industry_Healthcare,Industry_Manufacturing,Industry_Media,Industry_Retail,Industry_Technology,Industry_Transportation,Country_Canada,Country_Germany,Country_India,Country_Japan,Country_Pakistan,Country_Singapore,Country_UAE,Country_UK,Country_USA,Remote_Work_Possibility_No,Remote_Work_Possibility_Yes,Company_Size_Medium,Company_Size_Startup,Education_Level,Automation_Level,AI_Tool_Usage,Hiring_Trend_2026,Years_Experience,Average_Salary_USD,Job_Growth_2030,Work_Hours_Per_Week,Performance_Score,Job_Satisfaction,Upskilling_Needed,Is_Machine_Learning,Is_Analyst
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,1,6,95534,26,30,4.15,2.65,True,0,0
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,0,0,2,14,126667,44,50,3.17,4.48,True,0,1
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,3,0,0,0,16,151525,16,33,2.85,2.7,True,1,0
True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,1,1,2,2,15,102250,-2,30,3.46,4.95,True,0,0
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,2,2,202567,5,58,4.43,3.51,True,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,3,0,1,2,6,140028,36,39,2.75,3.34,False,0,0
False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,2,1,0,0,15,118119,25,30,2.31,1.93,True,0,1
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,1,1,11,145679,6,30,2.36,3.57,False,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,3,2,2,0,22,186846,0,51,2.02,4.27,False,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,0,2,0,0,141963,30,48,2.83,4.29,True,0,1
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,1,2,2,1,1,46062,36,36,4.27,4.34,False,0,0
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,0,0,0,2,24,169730,-6,34,3.3,2.06,True,1,0
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,1,0,2,0,23,146673,15,39,3.39,4.5,True,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,1,0,2,2,17,182217,5,59,4.57,1.97,True,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3,0,2,2,6,65698,34,50,2.44,1.29,False,1,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2,0,2,24,118521,-9,57,2.25,4.03,True,0,0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,1,0,1,23,171303,10,42,4.38,4.01,False,0,1
False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,1,1,1,10,50081,-8,46,2.08,1.01,True,0,0
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,7,168945,41,38,4.97,3.65,False,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,0,2,0,19,136622,39,49,2.55,1.24,True,0,1
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,3,2,0,0,15,31303,2,42,3.58,2.6,True,0,0
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,0,0,1,5,166766,16,54,3.1,1.86,False,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,1,2,2,1,132204,40,37,3.11,2.18,True,1,0
False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0,2,2,1,24,106179,-4,41,4.09,4.32,True,0,0
False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,1,1,0,6,197531,2,56,3.76,2.58,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,0,1,0,7,219071,30,51,2.65,3.58,False,0,0
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,3,2,2,0,3,190399,44,43,4.59,1.04,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1,1,1,2,22,63530,20,50,2.79,4.29,False,0,0
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2,0,2,1,19,120647,45,46,2.86,1.9,False,0,0
False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1,1,1,2,2,86514,7,40,2.23,4.74,False,0,0
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3,0,0,0,13,118471,23,52,4.24,4.12,False,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,1,21,189233,10,60,2.3,4.07,True,0,1
True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1,2,2,2,19,157241,43,38,4.89,1.97,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,3,0,2,1,1,204878,31,41,2.37,3.67,True,0,0
False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1,1,2,0,46997,6,48,4.27,4.07,False,0,0
False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,10,181854,8,30,3.71,4.81,True,0,0
False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,2,0,1,13,142689,-9,47,3.19,2.83,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,2,2,2,10,219897,28,59,2.73,3.63,True,0,0
False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,3,2,1,0,10,60881,41,57,3.77,3.18,False,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3,2,2,0,3,86788,-1,54,2.94,4.92,False,0,0
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0,0,2,1,5,111459,-10,30,3.3,4.63,False,0,0
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,1,2,0,1,205194,23,31,2.84,3.52,False,0,1
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0,0,1,23,182689,30,38,4.69,2.77,False,0,0
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,0,2,0,0,206001,37,57,3.88,4.69,False,0,0
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,1,0,1,1,14,98891,-2,60,4.14,1.81,True,0,1
False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1,0,0,1,0,73063,4,54,4.48,1.53,False,0,0
False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0,2,1,0,23,107785,10,31,2.88,4.89,True,0,0
False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,0,1,14,134427,32,46,2.23,3.56,True,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3,0,0,1,7,180082,45,56,4.63,3.17,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3,1,1,1,21,214239,20,52,4.58,1.94,False,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,0,1,1,21,74810,15,51,2.04,3.16,False,1,0
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,2,1,2,2,18,75669,38,49,3.77,1.94,False,0,1
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,1,1,16,188640,-2,39,4.54,3.59,True,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,1,1,2,2,17,145711,14,45,4.31,1.1,True,0,1
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,3,2,2,0,17,159734,26,59,3.49,4.35,True,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,1,21,208667,13,31,4.65,4.02,False,0,0
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,1,0,0,5,76113,19,48,2.42,1.74,False,0,1
False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2,1,1,1,12,81004,-5,51,2.56,3.89,False,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,2,1,1,3,88104,-4,47,3.11,4.81,True,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,2,0,9,105315,-3,58,4.47,4.71,True,0,0
False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,3,1,1,2,9,39880,8,44,4.48,1.43,True,0,1
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,2,2,0,1,55527,7,60,4.59,2.13,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,1,2,19,61985,38,45,3.08,4.38,True,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,3,2,0,2,25,142237,18,38,2.41,3.04,False,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0,1,0,9,190864,-5,55,4.96,1.54,True,0,0
False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,1,1,0,2,20,199696,45,40,2.02,2.92,False,0,0
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3,2,2,0,4,167571,4,43,4.37,3.57,False,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0,0,0,2,23,48243,43,32,3.82,3.51,True,0,0
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,0,0,22,138886,12,30,4.3,3.07,False,0,0
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,3,0,0,2,4,177335,10,34,3.53,2.53,False,0,0
False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3,0,2,0,21,61701,18,55,2.65,4.83,True,0,0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,0,2,1,21,137987,30,39,3.65,4.59,True,1,0
False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,1,1,2,1,25,219998,5,60,3.0,3.31,False,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,2,1,1,7,145380,19,54,4.16,2.96,True,0,1
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0,0,1,2,17,55835,-8,58,4.28,3.43,False,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1,0,1,20,127568,-7,55,2.05,1.95,False,0,0
False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,2,2,0,24,72730,26,35,4.25,1.37,True,0,1
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3,0,2,0,2,153233,-1,42,2.45,1.46,True,0,1
False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,2,12,60190,-2,59,2.36,2.79,True,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3,2,1,0,10,106968,-10,51,3.95,4.11,False,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,2,2,2,0,209055,10,34,2.86,1.07,True,0,0
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2,0,1,4,201745,21,56,2.69,1.47,False,0,0
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,0,0,1,2,23,64166,-1,45,2.37,2.92,True,0,1
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0,0,2,1,13,52380,-2,57,3.95,2.37,True,0,0
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,3,1,1,1,11,191516,29,32,3.77,2.49,False,0,1
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,2,1,95824,39,33,2.12,4.22,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0,2,0,0,16,72434,32,41,2.44,4.47,True,0,0
False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,2,1,1,2,2,94619,13,46,2.9,1.7,False,0,0
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,3,1,2,0,19,207305,-9,36,2.02,5.0,True,0,1
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1,1,1,4,122598,-9,31,3.21,1.4,False,0,0
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,2,1,23,152515,27,37,2.2,3.3,False,0,0
False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3,2,2,2,12,39934,21,50,2.2,3.36,False,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,1,0,0,1,56103,26,38,4.49,2.75,False,0,0
False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,1,0,0,1,142928,42,58,2.32,1.22,False,0,0
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,3,0,2,2,4,191273,18,60,4.51,4.71,False,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,2,2,0,18,61520,13,44,2.52,2.04,True,0,0
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2,2,2,24,52315,-5,59,4.67,4.17,False,0,0
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0,0,1,18,205708,35,33,4.37,1.45,False,0,0
False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,2,1,2,2,23,211123,-4,54,4.39,1.73,False,0,0
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,1,0,0,14,99423,-1,32,2.46,1.41,False,0,0
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,2,1,0,17,161735,4,49,2.41,2.58,False,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1,1,0,6,59608,-4,37,4.16,2.37,True,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,2,1,2,0,24,213587,-1,38,2.29,3.6,False,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,2,0,1,19,156940,38,47,3.64,4.47,True,0,1
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1,2,2,12,57416,6,47,3.99,3.8,True,0,0
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,0,0,2,10,53670,-3,33,4.17,1.23,True,0,1
False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,1,2,2,6,50606,5,43,2.38,2.31,False,0,0
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,1,1,2,16,200741,1,31,5.0,4.14,False,0,0
True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,3,1,2,0,24,111459,24,58,3.35,4.07,False,0,1
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,1,1,0,1,24,97656,34,39,3.19,3.41,False,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2,0,0,15,69886,20,39,4.29,2.56,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,3,2,2,1,1,161952,-10,33,3.55,2.92,False,0,0
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,1,1,0,22,146415,44,35,2.23,4.68,True,0,0
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3,0,2,0,24,89762,19,47,2.51,4.79,False,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1,1,0,9,100347,8,50,4.22,4.38,True,0,0
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0,1,2,0,14,104833,38,36,2.88,2.96,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0,0,1,2,19,217227,42,31,4.14,1.13,True,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0,2,1,1,16,90166,45,42,3.52,4.37,True,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1,2,2,2,17,98652,-6,45,2.65,1.06,True,0,0
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,2,2,2,18,96966,39,34,2.18,2.92,False,0,0
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,3,0,2,0,22,128786,7,34,3.95,1.65,False,0,0
False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,16,132733,35,48,2.5,1.18,True,1,0
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3,0,2,0,12,211315,-9,46,4.01,3.86,False,0,0
False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,0,2,1,10,54363,31,60,3.53,4.14,True,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1,1,0,2,23,207283,43,54,2.01,4.77,False,0,0
True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0,2,1,0,2,205228,15,59,4.6,3.82,True,0,0
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,16,185053,13,54,3.29,2.18,True,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,2,2,2,15,171540,32,50,2.22,2.48,True,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0,1,1,1,2,211721,34,54,4.55,2.52,True,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,1,0,1,3,150844,19,39,4.01,2.95,True,0,1
True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,2,2,1,5,135594,20,40,2.22,4.24,True,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,1,0,0,157429,-2,57,4.49,4.75,True,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2,2,2,0,15,150417,0,59,2.98,1.02,False,1,0
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,0,2,2,0,65717,-7,55,3.92,1.37,True,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,2,0,0,23,52589,13,37,4.46,1.8,True,0,1
False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,1,2,2,17,213674,34,39,2.42,2.65,False,0,1
False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1,1,0,1,15,60295,41,47,4.71,1.14,True,0,0
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,0,1,2,8,152754,11,57,3.59,4.45,False,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,0,1,0,17,95895,10,55,4.76,2.62,False,0,0
True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,3,1,0,0,19,102535,-5,41,2.62,3.92,True,0,0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,1,1,7,213458,-4,44,2.28,1.57,True,0,0
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,1,2,1,0,0,91291,-2,35,4.35,4.49,False,0,1
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,2,1,1,14,86255,11,31,2.13,1.4,False,1,0
False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,2,0,1,206703,8,60,2.65,4.09,False,0,1
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,2,0,2,2,86233,9,50,4.87,4.52,False,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0,1,1,11,209837,-8,31,3.71,3.58,True,0,0
False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2,0,2,2,22,212308,35,58,2.58,2.23,False,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,1,1,0,5,71202,43,30,2.64,2.25,False,0,1
False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,9,78960,-6,30,3.71,4.36,False,0,0
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,2,1,2,7,60578,-10,39,4.87,2.34,False,0,1
False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,13,73905,41,30,3.37,3.08,False,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0,2,2,22,60024,1,36,4.87,3.59,True,0,1
False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3,2,1,1,3,31120,17,36,3.0,3.92,True,0,1
False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1,2,2,2,119042,28,60,4.73,4.6,False,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,5,219368,29,39,3.88,1.54,True,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,1,0,2,2,201660,26,49,4.1,3.94,True,0,1
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,1,1,2,0,22,217274,12,57,4.63,2.49,True,0,0
True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,0,1,21,136734,35,55,4.8,2.83,False,0,0
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,3,2,2,0,9,186818,-8,57,4.25,1.48,True,0,1
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,1,1,0,51275,13,42,4.91,4.37,False,0,1
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,2,1,1,2,18,133210,9,50,4.9,4.92,False,0,1
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,1,1,1,1,12,73850,43,33,4.91,1.87,False,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1,2,2,23,164542,-1,50,2.93,3.63,True,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0,0,11,103854,4,37,4.85,4.24,True,0,0
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2,1,2,22,218420,7,45,3.2,3.89,False,0,0
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,3,1,0,0,25,101002,3,58,2.24,2.14,False,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,2,1,0,1,18,134621,9,57,2.34,1.05,True,0,0
False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1,1,1,0,7,104950,42,33,4.66,3.87,True,0,0
False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,2,0,2,0,5,199244,-5,41,3.34,2.27,False,0,0
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,2,6,208330,45,50,4.07,4.19,False,0,0
True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,1,0,2,1,14,208773,7,59,4.48,4.26,False,0,1
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,2,0,0,21,41961,-2,32,2.96,1.48,True,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1,1,2,2,3,52765,29,41,2.46,1.7,False,0,0
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,1,2,0,2,5,191315,34,54,4.1,4.57,True,0,1
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,1,0,1,1,13,88211,22,41,3.19,3.2,True,0,1
False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,3,0,1,2,1,61665,21,33,2.3,4.57,True,0,0
False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,2,0,2,2,14,97704,-1,36,4.95,4.81,True,0,0
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,1,1,2,2,23,205729,-7,42,4.98,1.84,False,0,0
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,1,0,2,12,199804,7,33,3.46,1.92,False,0,0
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,0,1,2,21,75748,26,56,3.97,1.25,False,0,0
False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3,0,1,2,23,194156,-6,48,2.99,1.07,False,0,1
